agency,description,name,price
Keller Williams Realty Sonoran Living,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,660'}",1007 S Hunt Ridge Drive None,"$235,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,247'}",2979 E Bonanza Road Whitewing At Higley,"$1,899,000"
RE/MAX Desert Showcase,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,826'}",2035 N 159th Avenue Palm Valley Phase 8 North Parcel,"$925,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,733'}",2759 Bear Howard Forest Highlands,"$1,800,000"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,724'}",27193 S Bullard Drive Paso Del Sol,"$284,999"
Keller Williams Legacy One,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,991'}",9780 W Vista Bonito Drive Las Montanas Unit I,"$777,500"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,892'}",5541 S Mckinney Avenue Central Heights Townsite,"$230,000"
Montebello Fine Properties,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,742'}",4350 W Beechcraft Place Stellar Airpark Estates 2,"$4,950,000"
"Venture Rei, Llc","{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,728'}",3017 E Silo Drive Warner Groves At Morrison Ranch,"$1,890,000"
The Rodney Jackson Company,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,956'}",3754 N 164th Avenue Pebblecreek Phase 2 Unit 43A Various Lots Tract A,"$895,500"
Jason Mitchell Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,593'}",2578 Old Munds Highway Highland Meadows Unit 2,"$1,790,000"
Realty One Group,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,345'}",27280 S Mesquite Lane Na,"$260,000"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,196'}",801 E Cactus Drive Skyline,"$227,900"
Realty One Group,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,782'}",573 W Canyon Way Fulton Ranch Parcel 6,"$4,275,000"
"Weichert, Realtors - Courtney Valleywide","{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '3,942'}",3379 E Sagebrush Street Lakeview Trails Southwest At Morrison Ranch,"$1,850,000"
Realty One Group,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,401'}",15802 W Avalon Drive Pebblecreek Phase 2 Unit 27,"$895,000"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '1', 'Sq.Ft.': '964'}",363 W Hackney Avenue North Globe Townsite,"$219,900"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '7', 'Baths': '7', 'Sq.Ft.': '8,124'}",6 E Oakwood Hills Drive Oakwood Hills Subdivision Re-Amd Lot 1-33 Tr A-D,"$3,445,000"
Keller Williams Integrity First,"{'Beds': '7', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '6,845'}",3157 E Lowell Avenue Chaparral Estates West,"$1,800,000"
Hague Partners,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,634'}",16097 W Vernon Avenue Palm Valley Phase 8 North Parcel,"$880,000"
Stallings & Long Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '944'}",239 S High Street Globe Townsite,"$199,900"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,486'}",3800 S Clubhouse Drive #2 Crown Point,"$3,000,000"
Close Pros,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,874'}",3473 E Sagebrush Street Lakeview Trails Southwest At Morrison Ranch,"$1,799,000"
Pebblecreek Properties Limited,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,271'}",16744 W Fairmount Avenue Pebblecreek Phase 2 Unit 47A,"$878,955"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '980'}",57 S Crosswind Drive N/A,"$195,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '5,600'}",5 E Oakwood Hills Drive Oakwood Hills Subdivision,"$2,900,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '8', 'Baths': '7 F 1 1/2', 'Sq.Ft.': '12,093'}",37801 N Stirrup Circle Cow Track Estates 2,"$6,500,000"
"Venture Rei, Llc","{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '5,209'}",16746 N Mountain Parkway Eagles Nest Parcel 6,"$2,889,000"
Tri Pointe Homes Arizona Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,347'}",18190 W Highland Avenue Sedella Parcel 2C,"$874,324"
Oak Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,021'}",5506 E Pinal Canyon Road Little Acres Amended,"$194,500"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,751'}",11337 E Elmhurst Drive Santan Vista Unit 2A,"$2,299,000"
Launch Powered By Compass,"{'Beds': '3', 'Baths': '5', 'Sq.Ft.': '6,501'}",35801 N Meander Way Carefree 3A Amd,"$5,995,000"
West Usa Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,697'}",14258 E Harmony Lane Adero Canyon Phase 2 Parcel 2A,"$2,699,000"
Surprise Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,059'}",12892 S 177th Lane Estrella Mountain Ranch Parcel 91,"$869,000"
Ivory Towers Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,489'}",5388 N Sonora Lane Robson Ranch Casa Grande Unit 4,"$554,500"
Stallings & Long Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '786'}",710 E South Street East Globe,"$182,500"
Kirans And Associates Realty Llc,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,153'}",24007 S Lindsay Road Metes And Bounds,"$2,030,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,500'}",9010 E Northview Lane Velvet Shadows 3,"$5,995,000"
RE/MAX Sun Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,425'}",15436 E Golden Eagle Boulevard Fountain Hills Arizona No. 505-A,"$2,680,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,884'}","5652 W Gulch Drive Robson Ranch-Arizona Unit One A, Lot 44","$551,332"
Stallings & Long Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '753'}",496 E Kline Street Globe Twns,"$168,900"
Royalty Real Estate Services,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '3,363'}",4375 S Cooper Road Sectional Legal,"$1,997,000"
Realty Executives,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,420'}",6901 E Restin Road Carefree Plat 3B,"$5,400,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '5,894'}",15905 E Firerock Country Club Drive Firerock Country Club,"$2,600,000"
Elite Real Estate Pros,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,081'}",5098 N Scottsdale Road Robson Ranch,"$544,900"
United Southwest Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,151'}",1305 E Bailey Street East Globe Townsite,"$129,900"
Your Home Sold Guaranteed Realty,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,654'}",6013 W Victoria Place Trovita,"$1,895,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,059'}",6623 E El Sendero Road Carefree Grand View Estates,"$4,999,900"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,323'}",14270 E Harmony Lane Adero Canyon Phase 2 Parcel 2A,"$2,550,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,788'}",5659 W Gulch Drive Lot 79 Robson Ranch-Arizona Unit One A,"$532,649"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,467'}",700 W Azalea Drive Ocotillo East Parcel 7 Phase 1,"$1,840,000"
Realty Executives,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '7,783'}",39601 N Ocotillo Ridge Drive Ocotillo Ridge Estates,"$4,800,000"
Toll Brothers Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,516'}",14107 E Sonora Crest Drive Adero Canyon Parcel 6 Replat,"$2,483,995"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,884'}",4522 W Loma Verde Avenue Lot 72 Robson Randh-Arizona Unit Twenty-Four,"$524,632"
Exp Realty,"{'Beds': '7', 'Baths': '6', 'Sq.Ft.': '6,566'}",11432 E Starflower Court San Tan Vista,"$1,599,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '5,700'}",36631 Peaceful Place Carefree,"$4,535,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,300'}",14238 N Territory Trail Adero Canyon,"$2,450,000"
RE/MAX A Bar Z Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,783'}",5483 N Dakota Drive Robson Ranch,"$499,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,633'}",740 W Azalea Drive Ocotillo East - Santorini Shores,"$1,495,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,463'}","7102 E Stagecoach Pass Road A Landmark Architectural Wonder, Bridging A Dramatic Canyon, Built By Gerry Jones.","$4,500,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '5,000'}",17005 E Player Court Fountain Hills Arizona No. 401-A,"$2,400,000"
Elite Real Estate Pros,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,370'}",4739 W Pueblo Drive Robson Ranch,"$499,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,400'}",6924 E Stagecoach Pass Pass Carefree Plat 3B,"$3,500,000"
Home America Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,950'}",9604 N Solitude Canyon Eagle Mountain Parcel 5,"$2,350,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,769'}","5744 W Posse Drive Robson Ranch-Arizona Unit One A, Lot 61","$496,367"
Dpr Realty Llc,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '4,950'}",8702 E Silver Saddle Drive Cow Track Estates 2,"$3,295,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '6,228'}",16919 E Nicklaus Drive Fountain Hills Arizona No. 401B,"$2,347,125"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,892'}",5117 W Buckskin Drive Robson Ranch,"$490,000"
Launch Powered By Compass,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,898'}",7686 E Stagecoach Pass Road Carefree Arizona,"$2,975,000"
RE/MAX Fine Properties,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,700'}",15634 E Centipede Drive Fountain Hills Az Fp No 505-C Blk 1 L0ts 2 And 3 R,"$2,220,000"
Windermere Real Estate & Property Management,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,751'}",5376 N Comanche Drive Robson Ranch,"$489,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,500'}",37yy N Never Mind Lot 2 Trail #2 Never Mind Trail,"$2,900,000"
Exp Realty- Prescott,"{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,823'}",377 Grafton Ct Highlands Ranch,"$475,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,511'}",15524 E Palatial Drive Palatial Estates,"$2,175,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,852'}",5280 N Jerome Drive Robson Ranch,"$475,000"
Keller Williams Arizona Realty,"{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '961'}",4120 N Yuma Dr  ,"$350,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,718'}",5261 W Posse Drive Robson Ranch Unit 7,"$470,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,525'}",1669 Anne Marie Dr Mollie Rae Estates,"$789,000"
"Congress Realty, Inc.","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,620'}",2825 N Hopi Ln Chino Heights,"$385,000"
Exp Realty- Prescott,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,177'}",1825 Barbara Ave Chino Meadows Unit #2,"$250,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,351'}",2880 N Mountain Meadow Rd  ,"$439,900"
RE/MAX Mountain Properties,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,036'}",853 N State Route 89  ,"$299,900"
Realty Executives-Lc000179001,"{'Beds': '3', 'Baths': '2 F 1 3/4 1 1/2', 'Sq.Ft.': '2,844'}","2810 Dillon Blvd Heritage Pointe Phases 2, 3 & 4","$905,210"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,881'}",854 Tiffany Place Appaloosa Meadows,"$649,900"
Realty One Group Mt Desert,"{'Beds': '4', 'Baths': '1 F 1 3/4 1 1/2', 'Sq.Ft.': '1,800'}",793 Porcupine Pass Chino Meadows Unit #2,"$340,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,569'}",1680 Piute Place Yavapai Mobile Homes Estates,"$278,500"
Realty Executives-Lc000179001,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,627'}",2870 Nelson Ln Heritage Pointe Phase 1,"$831,127"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",11521 W Paradise Drive Sundial 4 Unit 2,"$375,000"
"Opendoor Brokerage, Llc","{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,534'}",12431 W Mandalay Lane Rancho El Mirage Parcel G,"$375,000"
Good Oak Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,308'}",12970 W Via Camille Rancho El Mirage Parcel A,"$370,000"
Az Key Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,238'}",12422 N 121st Drive Sundial,"$369,000"
Camelback Executive Realtors,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,296'}",11810 W Aster Drive Arizona Brisas Phase 1,"$365,000"
Property For You Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,722'}",12753 W Calavar Road Rancho El Mirage Parcel K,"$365,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,518'}",12510 W Wells Street Rancho El Mirage Parcel J,"$360,000"
Sisters Realty Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,308'}",12749 W Santa Fe Lane Rancho El Mirage Parcel K,"$360,000"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,238'}",12215 W Windrose Drive Sundial Unit 2,"$359,900"
Realty Right Way,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,308'}",12514 W Wells Street Rancho El Mirage,"$354,900"
Long Realty Unlimited,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,238'}",12022 W Aster Drive Sundial Unit 2,"$354,333"
Hague Partners,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,776'}",13309 N 124th Avenue Parque Verde Unit 4,"$349,999"
Realty One Group,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,838'}",618 N Avondale Boulevard Waterford Square,"$2,500,000"
RE/MAX Professionals,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,417'}",12520 W Pioneer Street None,"$1,300,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,626'}",13611 W Merrell Street Fulton Estates,"$759,000"
Realty One Group,"{'Beds': '6', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,262'}",13506 W Monterey Way Fulton Estates,"$749,900"
Homesmart,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,300'}",10223 W Sheridan Street County Island,"$740,000"
Phoenician Properties Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,270'}",10501 W Earll Drive Glenarm Farms Unit 5,"$739,000"
David Weekley Homes,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,261'}",12322 W Trumbull Road Alamar Phase 4,"$734,333"
Realty Executives,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,904'}",11814 W Luxton Lane Alamar Phase 1,"$699,900"
Capital West Homes Realty Llc,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,000'}",12010 W Luxton Lane Alamar Phase 2,"$690,000"
Richmond American Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,840'}",11015 W Buchanan Street Vista Del Verde Phase 2 Replat,"$641,186"
Richmond American Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,838'}",11003 W Buchanan Street Vista Del Verde Phase 2 Replat,"$634,995"
Richmond American Homes,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,840'}",11017 W Lincoln Street Vista Del Verde Phase 2 Replat,"$629,995"
Keller Williams Realty Elite,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,231'}",21530 W Granite Ridge Road Verrado 5.803,"$4,250,000"
"Home Buddy, Llc","{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,767'}",21168 W Granite Ridge Road Verrado Parcel 5.804 Lots 433 434 435 436,"$3,500,000"
West Usa Realty,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '4,311'}",21043 W Canyon Drive Verrado Parcel 3.101,"$1,649,000"
The Offer Company,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,484'}",4579 N Middleton Place Verrado Parcel 5.505,"$1,625,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,400'}",21390 W Sage Hill Road Verrado Parcel 5.505,"$1,575,000"
Dpr Realty Llc,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,856'}",23133 W Hammond Lane Phoenix Skyline West 3,"$1,399,999"
Realty One Group,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,480'}",20105 W Amelia Avenue Pasqualetti Mountain Ranch Phase 4,"$1,399,900"
Realty One Group,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,537'}",8640 W Monaco Boulevard Arizona City Unit Three,"$750,000"
Homesmart,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,388'}",20944 W Hillcrest Boulevard Verrado Victory District Phase 1,"$1,275,000"
RE/MAX Casa Grande,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,028'}",7754 W Alsdorf Road No- Hoa Horse Property,"$460,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,748'}",19709 W Clarendon Avenue Pasqualetti Mountain Ranch Phase 1 Amd,"$1,250,000"
Ivory Towers Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,840'}",10876 W San Lazaro Drive #10 Arizona City Unit Ten,"$405,000"
David Weekley Homes,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,381'}",20716 W San Juan Avenue Verrado Victory District Phase 7A,"$1,243,281"
Coldwell Banker Rox Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,209'}",14264 S Baniff Lane Arizona City Unit Three,"$400,000"
West Usa Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,324'}",3219 S 196th Drive Custom Home,"$1,229,000"
Realty One Group,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,950'}",15171 S Diablo Road Arizona City Unit Nine Amd,"$399,900"
David Weekley Homes,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,336'}",20714 W Rattler Road Verrado Victory District Phase 7A,"$1,204,393"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,988'}",9121 W Debbie Lane Arizona City Unit Seven,"$398,888"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,988'}",15200 S Diablo Road Arizona City Unit Nine Amd,"$398,888"
Ivory Towers Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,314'}",10835 W San Lazaro Drive Arizona City Unit Ten,"$385,000"
Keller Williams Arizona Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,888'}",8151 W Santa Cruz Boulevard Arizona City Unit Three,"$369,900"
Keller Williams Realty Professional Partners,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,733'}",9089 W Troy Drive Arizona City Unit One,"$345,000"
RE/MAX A Bar Z Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,997'}",15221 S Cherry Hills Drive Arizona City Unit Three,"$342,900"
Exzel Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,708'}",8442 W Raven Drive Arizona City Unit One,"$340,000"
Hague Partners,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,753'}",6022 W Estancia Way Anthem At Merrill Ranch Unit 11,"$550,000"
"Pcd Realty, Llc","{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,736'}",6363 W Augusta Court Anthem At Merrill Ranch - Unit 60 2017094166,"$544,990"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,039'}",8091 W Autumn Vista Way Anthem At Merrill Ranch - Unit 34 2017094164,"$534,900"
Hague Partners,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,571'}",5766 W Saratoga Court Anthem At Merrill Ranch - Unit 3 2017077518,"$529,450"
Hague Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,308'}",8570 W Rushmore Way Anthem At Merrill Ranch - Unit 37 2017075461,"$514,400"
"Lori Blank & Associates, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,003'}",5937 W Autumn Vista Way Anthem At Merrill Ranch - Unit 3 2017077518,"$499,990"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,842'}",2234 N Petersburg Drive Merrill Ranch - Unit 53 2016008606,"$499,890"
Homesmart Lifestyles,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,495'}",4196 N Potomac Drive Anthem,"$495,000"
Simple Realty Professionals,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,625'}",3555 N Presidio Court Anthem At Merrill Ranch,"$495,000"
"Pcd Realty, Llc","{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,474'}",6314 W Muirfield Way Anthem At Merrill Ranch - Unit 60 2017094166,"$494,990"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,603'}",39334 N Old Stage Road Village At Go John Canyon,"$2,895,000"
"Pcd Realty, Llc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,330'}",6332 W Muirfield Way Anthem At Merrill Ranch - Unit 60 2017094166,"$494,990"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,063'}",6357 E Maguay Road Mesquite Ranch,"$2,875,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,093'}","7371 W Silver Spring Way Anthem At Merrill Ranch, Unit 18, Re-Subdivision O","$494,900"
Ventana Fine Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,653'}",39347 N Old Stage Road The Village At Go John Canyon,"$2,864,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,081'}",35530 N Canyon Crossings Drive Canyon Crossings Lot 1 Replat,"$2,800,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,500'}",42029 N La Plata Road #47 Tonto Hills,"$2,650,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,025'}",6035 E Hodges Street Lone Mountain,"$2,650,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,517'}",5200 E Cahava Ranch Road None,"$2,500,000"
Realty Executives,"{'Beds': '3', 'Baths': '4', 'Sq.Ft.': '3,517'}",398XX N Old Stage Road None,"$2,500,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,877'}","40102 N Old Stage Road 5 Acres, No Hoa","$2,498,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,578'}",43415 N 65th Street Meets And Bounds,"$2,495,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,903'}",6211 E Carriage Drive Custom Black Mountain Acreage,"$2,490,000"
Realty One Group,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,795'}",5580 E El Sendero Drive Enclave At Carefree Lot Split,"$2,400,000"
Realty One Group,"{'Beds': '3', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,753'}",3307 N Mountain View Road S11 T1n R8e,"$4,950,000"
Momentum Brokers Llc,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,800'}",3090 W Tepee Street S18 T1n R8e,"$1,850,000"
West Usa Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '4,787'}",5474 N Valley Drive S5 T1n R8e,"$1,445,000"
RE/MAX Excalibur,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,650'}",522 N Sun Road Arroyo Vista Estates,"$1,149,134"
RE/MAX Excalibur,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,550'}",602 N Sun Road Arroyo Vista Estates,"$1,113,000"
